Parameter Source Pipeline,Detection Pipeline(s),TIC ID,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Vmag,Tmag,Gmag,rmag,imag,Zmag,Jmag,Hmag,Kmag,Teff,ra,dec,logg,rho,dist,eclong,eclat,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Observed Sectors [String],N Sectors_Observed
spoc-s54-b02,SPOC,328081248,5799.01,PC,301.629383430452,15.9880903194319,301.630179022,15.9891417591,11.1798,0.00736516,2772.3344788269,0.0022545578,4.16454481953557,0.0007537476,1.57254224897364,0.18608984,2612.23974835356,212.54678,[54],potential multi,4.8805,0.000953871,1,0.343358010053635,0.0102719,1.98813927846771,0.1830108,487.302927389249,3521.0,157.0,13.3265300551034,12.77098,False,2,4,1,1,4,4,4,2022-09-22 22:57:15+00,2022-09-22 14:00:20+00,13.29,11.1798,12.3212,,,,9.742,9.192,8.952,3521.0,301.629383430452,15.9880903194319,4.8805,8.06643,27.8123,308.166434950037,35.330958528491,18260912.854719426,13.368945660416873,,1.0
spoc-s14-s55-b0A-CP,SPOC,126606859,4479.01,CP,316.096508022497,24.6541953326347,316.096938776,24.6536738788,12.9374,0.00752822,2797.4063419209,0.001633398,1.15890129424359,7.702015e-06,1.16887016806511,0.19994436,3470.67593016847,277.00897,"[15, 41, 55]",TOI-4479 b,4.80176,0.00495294,1,0.427388995885849,0.012702,2.68297218802467,0.46727428,781.572349418761,3449.0,157.0,88.1856149054927,13.868706,False,5,5,5,5,5,5,5,2021-10-07 00:18:59+00,2023-03-15 19:27:09+00,15.18,12.9374,14.1309,,,,11.444,10.846,10.647,3449.0,316.096508022497,24.6541953326347,4.80176,5.40586,80.6532,327.80435538668,39.3022337034527,120838025.91356479,88.46638801701434,Sector 15,1.0
spoc-s01-s69-b0A-PC,SPOC,415969908,233.02,PC,343.71,-18.9118,343.708612422,-18.9124450595,11.256,0.04,1359.47143682052,0.0021511684,7.20113832861414,1.809162e-05,2.14446806290895,0.25020185,1662.83983064977,146.2334,"[2, 29, 42, 69]",potential multi,4.79912,0.357198,2,0.380272001028061,0.0114291,1.70560024252293,1.2801327,424.223219498593,3644.0,64.0,7.65418128479056,9.993935,False,2,4,1,1,4,4,4,2022-04-20 20:40:06+00,2024-04-24 20:49:44+00,13.342,11.3018,12.4111,,,,9.943,9.33,9.091,3568.0,343.710058965027,-18.9118284079225,4.84496,6.71123,33.773,337.701621142274,-11.0587258740066,10488158.081368057,7.678455977705065,Sector 2,1.0
qlp-s67-ffi,QLP,290348382,1113.01,O,328.7059705,-77.3367543,328.710839245,-77.3374330116,9.669,0.007,3140.2212048,0.0009318,6.4410082,6.6e-06,1.798,0.304,7076.0,288.828,"[13, 27, 67]",2 stars in the same pixel (290348383); retired as TFOP NPC,4.71,0.01,1,0.53,0.02,4.59203,0.175872,471.0,3469.0,157.0,8.2114,35.0,False,5,5,5,5,5,5,5,2019-08-15 15:39:14+00,2023-08-30 12:26:30+00,12.49,9.66865,10.8308,,,,8.192,7.641,7.325,3469.0,328.705970491484,-77.3367542998834,4.70713,3.47467,23.8853,290.821856338157,-58.1975335536806,16865756.398796033,12.34754158300794,Sector 13,1.0
spoc-s01-s72-b0A-CP,SPOC,353475866,1693.01,CP,90.308464784297,34.7731668781624,90.3083454739,34.7730903909,10.6714,0.00745336,1817.68496457737,0.00087178714,1.76669200948258,5.381065e-06,1.41966821621713,0.15623294,830.508297273804,58.453926,"[19, 43, 44, 45, 72]",TOI-1693 b,4.77152,0.00661752,1,0.461259990930557,0.0137244,1.55747343966653,0.14315152,700.854864511965,3474.0,157.0,57.0208083739738,16.687923,False,5,5,5,5,5,5,5,2020-01-30 21:16:42+00,2024-06-06 12:01:00+00,12.962,10.6714,11.8373,,,,9.192,8.533,8.331,3474.0,90.308464784297,34.7731668781624,4.77152,4.67199,30.7947,90.2584181547006,11.3341622691316,78133926.18365352,57.20240941373993,Sector 19,1.0
qlp-s36-faintsearch,FAINT,335590096,4860.01,PC,183.5647447,-13.1748173,183.563960967,-13.1748410578,13.773,0.008,2304.2456131,0.0005869,1.5229985,7.04e-05,1.196,0.156,58060.0,104.313,[36],found in faint-star QLP search,4.87,0.0,1,0.35,0.01,8.99483,0.485033,687.0,3237.0,157.0,37.1159,66.0,False,3,4,3,3,4,4,4,2021-12-21 22:33:24+00,2021-12-21 14:32:25+00,16.47,13.7726,15.1091,,,,12.056,11.431,11.175,3237.0,183.564744730401,-13.1748173085103,4.87111,7.68029,80.1423,188.555990091545,-10.6631005921005,51537387.427853696,37.730892068999694,Sector 10,1.0
spoc-s44-b02,SPOC,434226736,5095.01,KP,63.2733894649056,15.2477816134607,63.2739345689,15.2477026627,13.0275,0.00754018,2501.77406827548,0.0010882552,3.4847528262488,0.00029493737,0.717181277057384,0.2384122,11341.7404475789,1026.7719,[44],K2-25 b,4.93668,0.00702832,1,0.290215998888016,0.00869257,3.11379859461454,1.0545624,447.805803425456,3204.0,157.0,9.50341888347019,11.066787,False,5,5,5,5,5,5,5,2022-01-06 23:46:14+00,2022-01-06 18:43:33+00,16.21,13.0275,14.3817,15.2717,13.8731,12.8154,11.303,10.732,10.444,3204.0,63.2733894649056,15.2477816134607,4.93668,10.8615,44.9565,64.1412706927685,-5.82444187050228,13022162.476039292,9.533618823349006,,1.0
spoc-s08-b02,SPOC,432008938,643.01,PC,120.6935,-23.6959,120.693930437,-23.6967273541,13.679,0.04,1522.349321,0.003658,9.653456,0.002539,4.00937,0.258226,43088.5649,4189.9946,[8],period might be double; crowded field,4.93457,0.410313,1,0.315,0.055,7.281973,1.406418,339.146075830893,3359.0,69.0,3.12657022024288,13.058762,False,3,4,3,3,4,4,4,2019-04-11 19:30:45+00,2019-04-11 19:30:45+00,16.43,13.7006,14.9486,,,,12.129,11.56,11.345,3362.0,120.693457329638,-23.6958875461938,4.86766,7.54387,87.7731,129.721033300754,-42.9949763878598,5173926.469667701,3.787868786970496,"Sector 7, Sector 8",2.0
spoc-s01-s36-b0A-CPKP,SPOC,234994474,134.01,CP,350.0313,-60.0652,350.028591745,-60.0657292357,9.169,0.019,1326.03316103939,0.00065292715,1.40152451566955,5.9932813e-06,1.32199295587295,0.108556986,619.124015084521,38.093296,"[1, 28]",L 168-9 b,4.67812,0.063226,1,0.597006976604462,0.01815,1.73956492902606,0.13575211,891.637661967117,3794.0,69.0,149.373865333401,15.280327,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00,2021-10-07 17:15:15+00,11.005,9.22978,10.2316,,,,7.941,7.32,7.082,3746.0,350.031352406442,-60.065179038699,4.65374,2.75228,25.1496,319.217900881929,-49.5279462377276,204681224.98072013,149.84859717829542,Sector 1,1.0
spoc-s01-s36-b0A-PC,SPOC,219175972,2441.02,PC,91.4105346322304,-51.680167257902,91.4101516482,-51.6796137966,12.8332,0.00736083,1325.90859127634,0.004312724,5.55148569021324,4.364267e-05,2.01869268398232,0.38610852,1282.32278991626,198.73074,"[1, 5, 7, 11, 28, 31, 32, 33, 34]",low SNR; interior to TOI 2441.01,4.76582,0.00699459,2,0.467689990997314,0.0140024,2.03190621977919,0.26606938,481.205366975619,3478.0,157.0,12.6719325207122,7.887797,False,2,4,2,2,4,4,4,2021-07-19 00:13:44+00,2021-07-19 12:45:33+00,15.262,12.8332,14.0081,,,,11.333,10.724,10.482,3478.0,91.4105346322304,-51.680167257902,4.76582,4.54777,84.5243,93.4036694366332,-75.1027827205241,17363745.614754077,12.712123070285344,"Sector 1, Sector 5, Sector 7, Sector 8, Sector 11",5.0
qlp-s44-tois,SPOC,59128183,2453.01,PC,74.837281542406,12.9364478658571,74.8374845052,12.9363527894,12.4223,0.00745835,2516.8173537,0.0018489,4.4414094,1.71e-05,1.147,0.199,2920.0,10.6861,"[5, 32, 43, 44]",,4.73522,0.00801083,1,0.5,0.01,3.02052,0.201296,477.0,3609.0,157.0,8.65827,10.0,False,2,4,1,1,4,4,4,2021-02-03 22:59:11+00,2022-03-11 11:38:54+00,14.415,12.4223,13.5103,15.6139,13.0116,12.8077,11.038,10.402,10.195,3609.0,74.837281542406,12.9364478658571,4.73522,3.94473,81.9043,75.0110220456884,-9.71734643752002,29801919.448811334,21.81819960792979,Sector 5,1.0
qlp-s47-tois,FAINT,458419328,3785.01,PC,130.9006338,63.0781501,130.900225782,63.0780767641,12.496,0.007,2604.7727496,0.0011793,4.6747218,1.12e-05,1.61,0.15,8200.0,7.52428,"[20, 47]",found in faint-star QLP search,4.74,0.01,1,0.5,0.01,4.73219,0.206202,513.0,3502.0,157.0,11.5347,20.0,False,3,4,3,3,4,4,4,2021-06-23 15:20:12+00,2022-06-28 16:43:02+00,14.595,12.4963,13.6559,14.0744,13.2233,12.4056,11.051,10.387,10.165,3502.0,130.900633754826,63.078150097912,4.73913,4.01614,79.7634,113.910476481409,42.9938223862764,24384871.629706144,17.85233993214801,Sector 20,1.0
qlp-s48-tois,SPOC,407591297,5388.01,PC,152.175498079175,35.546983924296,152.176516927,35.5475570884,10.5737,0.00730771,2630.8957482,0.0015028,2.594675,9.2e-06,0.313,0.218,1070.0,260.812,"[21, 48]",low SNR; potential L1 planet; also a CTOI from Alton Spencer,4.91164,0.00411282,1,0.31,0.01,1.89426,0.558897,375.0,3495.0,157.0,3.30231,10.0,False,2,4,2,2,4,4,4,2022-03-24 21:34:48+00,2022-06-29 15:36:38+00,12.728,10.5737,11.7284,,,,9.167,8.618,8.319,3495.0,152.175498079175,35.546983924296,4.91164,9.50708,18.5226,141.144502223841,22.4780817259457,29857229.08987498,21.85869219402118,Sector 21,1.0
spoc-s01-s65-b0A-PC,SPOC,429358906,782.01,PC,183.9211,-18.9102,183.920361374,-18.9103377425,12.191,0.04,1577.04217445333,0.0014045216,8.02398114683646,1.6911143e-05,1.70827305967871,0.37981406,4010.0577601438,293.40546,"[10, 36, 63]",L1 candidate,4.94964,0.399131,1,0.40651598572731,0.0122887,2.59266525128202,0.915131,388.615675098596,3331.0,63.0,5.39016746782283,14.5085945,False,2,4,1,1,4,4,4,2019-06-11 20:03:40+00,2024-02-15 18:26:19+00,14.83,12.2875,13.5645,,,,10.675,10.108,9.86,3320.0,183.92110649533,-18.9101792165352,4.82069,5.93664,52.5122,191.281030556578,-15.7600668514953,7385980.150945209,5.40732919939348,Sector 10,1.0
spoc-s14-s55-b0A-PC,SPOC,44313455,2142.01,PC,267.04687003174,15.9796508640557,267.046623612,15.9801090054,11.0768,0.00731706,2014.83554227776,0.0025236236,9.30043505367734,5.0959992e-05,2.3510062230233,0.39115328,1595.20886273715,170.11354,"[26, 53]",,4.86042,0.000786928,1,0.36396598815918,0.0108484,1.55503043132781,0.34175405,374.081595927995,3472.0,157.0,4.62792562602814,9.754269,True,2,4,2,2,4,4,4,2020-08-07 21:59:54+00,2023-03-09 16:26:31+00,13.278,11.0768,12.2419,,,,9.61,9.038,8.787,3472.0,267.04687003174,15.9796508640557,4.86042,7.26589,27.7525,266.326105866581,39.3812784372761,6341493.425028589,4.64265295385753,Sector 26,1.0
spoc-s14-s60-b0A-PC,SPOC,240968774,1467.01,PC,19.1139293871073,49.2337799841556,19.1146441112,49.2331382045,10.5977,0.00730051,1766.98911822448,0.0011211189,5.97113566694453,1.3706746e-05,1.54786707055186,0.384534,1437.108602693,108.99147,"[17, 18, 58]",,4.74552,0.00770691,1,0.490736991167068,0.0145151,1.87211450466785,1.216491,525.979551738445,3834.0,157.0,18.0882455179684,12.412292,False,3,4,3,3,4,4,4,2019-12-05 16:42:06+00,2023-05-19 15:38:04+00,12.293,10.5977,11.5622,,,,9.38,8.791,8.568,3834.0,19.1139293871073,49.2337799841556,4.74552,4.13626,37.4418,38.8776858054106,37.5773618813841,24785446.49097115,18.145603669606615,"Sector 17, Sector 18",2.0
qlp-s60-ffi,SPOC,318022259,1730.01,PC,107.866428753493,48.3303892640576,107.86582598,48.3279327224,10.3595,0.00741359,2952.6352714,0.0024431,6.2262315,2.77e-05,2.239,0.772,1488.0,1544.12,"[20, 47, 60]",potential multi,4.70931,0.00914374,1,0.53,0.02,2.75524,0.963981,910.0,3691.0,157.0,114.271,16.0,False,2,4,1,1,4,4,4,2020-02-19 23:47:13+00,2023-02-27 10:12:42+00,12.23,10.3595,11.3944,,,,9.061,8.418,8.212,3691.0,107.866428753493,48.3303892640576,4.70931,3.50856,35.6917,103.082963959869,25.6993343777573,22469457.981779903,16.45005182201507,Sector 20,1.0
spoc-s14-s55-b0A-PC,SPOC,8348911,2266.01,PC,245.279799945004,31.5768782533437,245.280039842,31.5770413338,13.5042,0.00755382,1957.92520008224,0.0016505112,2.32634296639119,1.4453442e-05,1.21950508802238,0.22301836,4153.61444356599,670.6309,"[24, 25, 51, 52]",low SNR,4.97167,0.0114808,1,0.261162012815475,0.00786259,1.97631873215905,0.2668421,502.933455024905,3244.0,157.0,15.1203938889653,7.8007135,False,2,4,2,2,4,4,4,2020-09-30 13:26:55+00,2023-03-09 16:38:57+00,16.54,13.5042,14.8319,15.5441,14.072,13.2908,11.844,11.283,11.017,3244.0,245.279799945004,31.5768782533437,4.97167,13.0827,51.6004,234.621385472232,52.0231079134738,20718740.77618764,15.168339162055089,"Sector 24, Sector 25",2.0
qlp-s76-ffi,SPOC,239332587,4481.01,CP,311.267079900858,44.4990676080927,311.269700189,44.5002350593,8.72762,0.00734093,3394.1295915,0.0003173,0.926323,6e-07,0.933,0.211,987.0,2437.43,"[15, 41, 55, 56, 75, 76]",GJ 806 b (https://doi.org/10.1051/0004-6361/202244261,4.80376,0.00467167,1,0.43,0.01,4.00713,0.675603,1597.0,3573.0,157.0,1082.41,77.0,False,2,4,1,1,4,4,4,2021-10-07 00:18:59+00,2024-05-16 13:19:51+00,10.79,8.72762,9.82461,,,,7.329,6.769,6.533,3573.0,311.267079900858,44.4990676080927,4.80376,5.45917,12.0445,335.632909703075,58.9054941567011,186394756.54972956,136.46094209665696,Sector 15,1.0
spoc-s59-b0A,SPOC,470381900,1696.01,CP,65.2805634563981,48.8199137226456,65.2806480095,48.8198311512,13.9664,0.00730068,2911.83212495807,0.0021197035,2.50052909832679,0.00037064744,0.880986494659664,0.3441977,12579.350475778,1583.843,"[19, 59]",TOI-1696 b,4.94798,0.00806131,1,0.280474990606308,0.00857285,3.17138532451465,1.1981618,491.646575914131,3181.0,157.0,13.8080730876402,7.788581,False,5,5,5,5,5,5,5,2020-01-30 21:16:42+00,2023-03-06 14:08:15+00,16.82,13.9664,15.3314,,,,12.233,11.604,11.331,3181.0,65.2805634563981,48.8199137226456,4.94798,11.5349,64.9172,72.0143097864608,26.9125001032681,18920780.554654073,13.852039550282878,Sector 19,1.0
spoc-s14-s50-b0A-PC,SPOC,166648874,1806.03,PC,166.118962894335,30.458750435002,166.118147371,30.4585763428,12.6196,0.0078072,1899.69865940989,0.0010972138,0.501903071830712,1.8703056e-05,0.947042252878761,0.17262673,1536.56831347408,211.42867,"[22, 48]",low SNR,4.82521,0.0034367,3,0.401574999094009,0.0119287,1.84518623815888,0.24172047,961.1999156055,3272.0,157.0,201.732512596908,7.1534896,False,2,4,2,2,4,4,4,2023-03-23 20:27:12+00,2023-03-23 16:28:20+00,15.193,12.6196,13.927,,,,10.929,10.275,10.016,3272.0,166.118962894335,30.458750435002,4.82521,6.07264,55.5211,154.934901905699,22.5090040469503,276425320.71370405,202.37296575399472,Sector 22,1.0
spoc-s01-s36-b0A-PC,SPOC,153078576,2407.01,PC,49.7464773123249,-46.4576021490527,49.746544964,-46.4580250158,12.5264,0.00734978,2116.62062600048,0.0010952285,2.7029186753149,0.00010224027,1.69986420703329,0.16553378,5132.67828342072,196.55464,"[3, 4, 30, 31]",possible odd-even likely due to transit at end of 1st orbit,4.71597,0.00895826,1,0.524573028087616,0.0156219,3.79423915234342,0.52653366,657.096208250814,3596.0,157.0,44.0592242436249,20.76344,False,2,4,1,1,4,4,4,2020-11-24 20:55:50+00,2021-10-04 19:45:00+00,14.68,12.5264,13.6328,,,,11.134,10.559,10.324,3596.0,49.7464773123249,-46.4576021490527,4.71597,3.61489,92.4366,23.5524702471497,-60.9486057541314,60372781.3412491,44.19934751020913,"Sector 3, Sector 4",2.0
spoc-s01-s39-b0A-PC,SPOC,165827520,3494.01,PC,204.393081985536,-37.1833864602047,204.391966077,-37.1834582576,12.295,0.0074422,2310.02062798684,0.0020447692,7.74861196179273,2.2258037e-05,1.37433685917081,0.34596077,5124.98080864993,450.5409,"[11, 37]",potential L1 candidate,4.91717,0.00480017,1,0.307821005582809,0.00918622,2.21688276058385,0.79533786,351.908862053876,3230.0,157.0,3.62444752714885,10.69108,False,2,4,2,2,4,4,4,2021-06-21 18:48:11+00,2022-03-21 19:12:22+00,15.038,12.295,13.6477,,,,10.547,9.998,9.664,3230.0,204.393081985536,-37.1833864602047,4.91717,9.79048,33.7173,216.773640535678,-25.0629903748706,4966436.8880439475,3.6359641716919837,Sector 11,1.0
spoc-s01-s36-b02-L1,SPOC,4070275,4364.01,PC,80.0666494187155,-4.23943674881378,80.0669269802,-4.23924811171,11.3993,0.00765869,1439.34024308954,0.0015271378,5.42406914989545,2.0911104e-05,1.68750365400652,0.29708984,1766.85892964807,177.85298,"[5, 32]",weak signal,4.76752,0.00696466,1,0.465777009725571,0.0139892,2.09370701057662,0.47302234,487.360439035267,3500.0,157.0,13.3328223741382,9.643645,False,2,4,2,2,4,4,4,2021-08-06 01:36:49+00,2021-08-05 21:34:35+00,13.564,11.3993,12.5548,,,,9.952,9.307,9.075,3500.0,80.0666494187155,-4.23943674881378,4.76752,4.58428,43.9662,78.8379815618351,-27.2946408027638,18269530.110360745,13.375254415259922,Sector 5,1.0
spoc-s15-b02,SPOC,408203470,1289.01,PC,307.211334363466,33.4144668288502,307.210941054,33.4139590753,12.9984,0.00730453,1711.41063102748,0.0021663792,0.581321957121083,9.82467e-05,1.32611770331108,0.5156573,3206.60100155666,370.79492,[15],short period; possible stellar variability; possible centroid offset,4.83941,0.00296261,1,0.38621,0.0118685,2.20148861235589,1.4735351,952.488181491714,3446.0,157.0,194.517815786072,8.015348,False,3,4,3,3,4,4,4,2019-10-17 00:30:12+00,2019-10-17 00:30:12+00,15.73,12.9984,14.1954,,,,11.518,10.972,10.754,3446.0,307.211334363466,33.4144668288502,4.83941,6.52414,89.21544,322.249423546196,50.3251686706463,266538206.3254709,195.13453818762835,"Sector 14, Sector 15",2.0
spoc-s08-b01,SPOC,1133072,566.01,EB,131.0859,-28.0766,131.086144627,-28.0767700545,12.541,0.043,1517.531592,0.002755,0.846542,0.000179,2.408837,0.443968,2524.567663,236.40909,[8],Retired as NEB,4.92521,0.490647,1,0.325,0.068,1.642414,0.666679,774.926158667517,3380.0,101.0,85.2240732043123,9.50554,False,5,5,5,5,5,5,5,2019-04-13 04:58:29+00,2021-12-07 20:24:21+00,15.34,12.625,13.8038,,,,11.172,10.476,10.282,3471.0,131.08590702365,-28.0765731074219,4.74129,4.05629,83.5896,143.893516852991,-44.1345819397594,228176144.40102273,167.04939669608737,Sector 8,1.0
spoc-s18-tier3,SPOC,387527558,1646.01,IS,312.326643571003,70.7963537962571,312.327079762,70.7966044658,13.0367,0.0074392,1794.10335587035,0.0018817907,3.6239090118,0.0027476253,2.65680115643423,0.1899665,26979.8210455556,2005.456,[18],TFOP FA,4.81377,0.00423785,1,0.414101,0.0123306,6.93471365142963,0.46860772,373.85736429386,3514.0,157.0,4.61683933191927,13.211304,False,5,5,5,5,5,5,5,2020-01-24 23:33:41+00,2021-12-08 13:21:50+00,15.263,13.0367,14.1902,,,,11.599,11.033,10.778,3514.0,312.326643571003,70.7963537962571,4.81377,5.73589,82.1294,34.5536909265101,74.3997124529636,27371979.207148664,20.03922287728663,"Sector 16, Sector 17, Sector 18, Sector 19, Sector 24, Sector 25",6.0
qlp-s70-ffi,SPOC/QLP,384888319,4529.01,PC,16.9676266,12.8810523,16.9688461958,12.8809548643,10.141,0.007,3224.6168061,0.0024364,5.8795935,2.36e-05,1.925,0.191,1355.0,73.9947,"[42, 43, 70]",potential L1 planet,4.74,0.01,1,0.49,0.01,1.75726,0.0812292,530.0,3611.0,157.0,13.1232,19.0,False,2,4,1,1,4,4,4,2021-10-21 22:56:08+00,2023-12-06 15:54:11+00,12.214,10.1406,11.216,,,,8.787,8.175,7.954,3611.0,16.9676265853534,12.8810523453134,4.74375,4.1025,28.384,20.5580694078618,5.24240386704219,20017843.127215374,14.655206951350602,,1.0
spoc-s18-b02,SPOC,201186294,1634.01,PC,56.390168786981,37.1122222436083,56.3906095867,37.1122803091,11.0136,0.0073056,1791.5150013965,0.0013370865,0.989330011005163,0.00010554207,1.03576145099967,0.3979622,1519.66958700741,132.89734,[18],Level one candidate,4.76798,0.00654032,1,0.465258,0.0136292,1.83038541096635,1.7299397,848.009857892309,3455.0,157.0,122.215026174179,10.747845,False,1,4,1,1,4,4,4,2020-01-14 19:46:38+00,2020-01-14 19:46:38+00,13.217,11.0136,12.1965,,,,9.484,8.847,8.6,3455.0,56.390168786981,37.1122222436083,4.76798,4.59425,35.2736,62.5384222760749,16.8225357277779,167467544.67432523,122.60419413018926,Sector 18,1.0
spoc-s01-s39-b0A-PC,SPOC,394357918,4184.01,PC,43.8266,-79.4154,43.82847492,-79.4147039366,14.37,0.059,1326.78969083681,0.0011867856,4.90199383996472,1.396118e-05,1.32438037042445,0.2470788,10774.951205986,947.59814,"[1, 28, 39]",small star,5.04654,0.551884,1,0.240806996822357,0.00741195,2.55541452816516,0.43741205,382.399654070162,3147.0,99.0,5.05348481037763,11.158407,False,2,4,1,1,4,4,4,2021-07-08 23:19:06+00,2022-03-21 16:26:06+00,17.12,14.2612,15.5939,,,,12.617,12.111,11.867,3239.0,43.8266220507695,-79.4154175124907,4.99897,15.1088,69.3649,295.785454393687,-72.2635598924125,6924626.702422952,5.069569020994407,"Sector 1, Sector 13",2.0
spoc-s06-b02,SPOC,200593988,526.01,PC,85.3354,11.1946,85.3357621894,11.1944479881,12.271,0.04,1470.849292,0.004324,7.699087,0.003345,4.380607,0.39642,8072.469566,625.70715,[6],possibly marginal,4.81052,0.362772,1,0.45,0.07,6.21451,8.41901,438.293583500218,3617.0,67.0,8.72130455600845,16.209078,False,3,4,3,3,4,4,4,2019-03-28 00:07:14+00,2019-03-28 00:07:14+00,14.307,12.3069,13.4019,,,,10.919,10.347,10.108,3601.0,85.3353944622199,11.194576571109,4.76674,4.56752,70.9325,85.3189305554205,-12.1689406842163,12864387.59570547,9.418110698506467,Sector 6,1.0
qlp-s48-tois,SPOC,224298134,2079.02,PC,185.339398524995,57.75246710573,185.338193348,57.752363726,10.8515,0.00741444,2633.6610008,0.0028873,9.3174072,4.11e-05,1.585,0.244,1170.0,3.10182,"[15, 21, 22, 41, 48]",potential multi,4.75448,0.00718462,2,0.48,0.01,1.93397,0.109019,383.0,3577.0,157.0,3.60844,10.0,False,2,4,1,1,4,4,4,2022-02-28 23:51:57+00,2022-07-12 16:27:20+00,12.816,10.8515,11.9588,12.481,11.4202,11.2665,9.463,8.83,8.61,3577.0,185.339398524995,57.75246710573,4.75448,4.31188,37.066,151.299397820593,52.722540630658,10091918.19241576,7.388365904660124,"Sector 15, Sector 21, Sector 22",3.0
